ENGINE_LOAD,ENGINE_LOAD_entropy,ENGINE_LOAD_complexity,ENGINE_LOAD_fisher,ENGINE_LOAD_shannon,ENGINE_RPM,ENGINE_RPM_entropy,ENGINE_RPM_complexity,ENGINE_RPM_fisher,ENGINE_RPM_shannon,INTAKE_MANIFOLD_PRESSURE,INTAKE_MANIFOLD_PRESSURE_entropy,INTAKE_MANIFOLD_PRESSURE_complexity,INTAKE_MANIFOLD_PRESSURE_fisher,INTAKE_MANIFOLD_PRESSURE_shannon,Short Term Fuel Trim Bank 1,Short Term Fuel Trim Bank 1_entropy,Short Term Fuel Trim Bank 1_complexity,Short Term Fuel Trim Bank 1_fisher,Short Term Fuel Trim Bank 1_shannon,MAF,MAF_entropy,MAF_complexity,MAF_fisher,MAF_shannon,SPEED,SPEED_entropy,SPEED_complexity,SPEED_fisher,SPEED_shannon,THROTTLE_POS,THROTTLE_POS_entropy,THROTTLE_POS_complexity,THROTTLE_POS_fisher,THROTTLE_POS_shannon,TIMING_ADVANCE,TIMING_ADVANCE_entropy,TIMING_ADVANCE_complexity,TIMING_ADVANCE_fisher,TIMING_ADVANCE_shannon
85.1,0.956241853552291,0.05489628496232774,0.956241853552291,0.06991928942584841,1657.0,0.9578655045833914,0.05446392683177659,0.9578655045833914,0.048278743708218795,51.0,0.9643085225255822,0.04389729877234203,0.9643085225255822,0.055453474477293596,-0.8,0.9806884905404768,0.02447360207805547,0.9806884905404768,0.042491600279448205,20.71,0.9719223422807779,0.03541259286534804,0.9719223422807779,0.04184288325659707,51.0,0.8567443332179504,0.14411949052728001,0.8567443332179504,0.11426084513824318,34.1,0.9819216960931402,0.021653112868033505,0.9819216960931402,0.014766002367647864,65.9,0.9547925373904517,0.053994891305232225,0.9547925373904517,0.038111091040267886
60.8,0.958115226711321,0.05325942008861037,0.958115226711321,0.06874942712718342,1699.0,0.9592682143110908,0.053130880331910456,0.9592682143110908,0.047351989502622156,18.0,0.9656681662572569,0.04192596838501449,0.9656681662572569,0.052191461588937074,2.3,0.9797152507746506,0.025714168061043617,0.9797152507746506,0.04601357876631276,15.66,0.9737027182982197,0.0329256174852548,0.9737027182982197,0.04073927374761984,50.0,0.8591898842005529,0.14314651023440486,0.8591898842005529,0.11301500123267927,31.8,0.9821765282798172,0.02132100659239882,0.9821765282798172,0.014548383140618036,68.6,0.9554786926479757,0.05331535210973896,0.9554786926479757,0.039654441577530036
38.4,0.9578175514179388,0.053656587401121544,0.9578175514179388,0.06962004155291415,1652.0,0.9599437787835349,0.05234360263865866,0.9599437787835349,0.044419697165813135,21.0,0.9646149160208716,0.043715395996485364,0.9646149160208716,0.05482461368342617,-1.6,0.9790396863022067,0.02653753735658088,0.9790396863022067,0.04712963595305715,9.1,0.9730470882009354,0.03387041455229693,0.9730470882009354,0.04262721003109283,39.0,0.8614476108490893,0.14227497576310053,0.8614476108490893,0.11189235920103482,27.8,0.9824742035731994,0.020903104048604935,0.9824742035731994,0.01431173630242648,72.5,0.9563891549319368,0.05208688363297442,0.9563891549319368,0.03886641566007264
87.8,0.9575947529949554,0.053913154471422774,0.9575947529949554,0.0698711663100148,1348.0,0.9586522495490057,0.053596784197168186,0.9586522495490057,0.04609206215489309,67.0,0.9649909202336211,0.04331470106887198,0.9649909202336211,0.05478891596419001,0.8,0.9777265411413262,0.028125241490144483,0.9777265411413262,0.050556888692164625,19.18,0.9737027182982199,0.0329256174852548,0.9737027182982199,0.0414552972788589,48.0,0.8611374598043147,0.14249838910792653,0.8611374598043147,0.11612517152839645,34.1,0.9819216960931402,0.021653112868033505,0.9819216960931402,0.01588097886726268,65.5,0.9566119533549201,0.05183024565842307,0.9566119533549201,0.03794883244995116
25.5,0.9602338265726256,0.04941592809685698,0.9602338265726256,0.06136337281894092,1506.438032627222,0.9586522495490057,0.05359678419716854,0.9586522495490057,0.047200884574562084,21.0,0.9651180090529531,0.04320927457132323,0.9651180090529531,0.05389760752064347,4.7,0.9768729063189165,0.02913393122396707,0.9768729063189165,0.05184321736950352,3.3,0.9741803489078802,0.03233308415523315,0.9741803489078802,0.04214927266656506,50.0,0.8613922919909913,0.14224436437879956,0.8613922919909913,0.11501960366977944,20.4,0.9826970019961827,0.02063174335878428,0.9826970019961827,0.01641445841950653,70.6,0.9574190896065359,0.050600876621825705,0.9574190896065359,0.0364033098645201
23.1,0.9595781964753413,0.050335770176609715,0.9595781964753413,0.058842956267624556,1086.0,0.9601986109702114,0.05202732949996359,0.9601986109702114,0.04411057658776799,29.0,0.9658933149559958,0.04222327671378647,0.9658933149559958,0.052066965759768116,-2.3,0.978544006283699,0.027009351695441594,0.978544006283699,0.04707304366425317,3.69,0.9745563531206294,0.031923687900706946,0.9745563531206294,0.04112692344257157,30.0,0.8598098498363331,0.14403496349094044,0.8598098498363331,0.11385885701650825,19.2,0.9822193713865226,0.021235422752016994,0.9822193713865226,0.01580716815883291,56.5,0.9584345594740342,0.0494772586881136,0.9584345594740342,0.03601460840766097
31.4,0.9602338265726256,0.04941592809685698,0.9602338265726256,0.05830951113719315,801.0,0.9595058843714156,0.052629633480773194,0.9595058843714156,0.04408895927831216,33.0,0.966314047241763,0.04174377223791557,0.966314047241763,0.05054288545366509,0.8,0.9782041008886447,0.02736115774187631,0.9782041008886447,0.04708489437930022,3.62,0.9745563531206294,0.031923687900706946,0.9745563531206294,0.04112692344257157,0.0,0.8563171414362533,0.14849863680543898,0.8563171414362533,0.1205151179666273,19.6,0.9817417407768624,0.02183850528190106,0.9817417407768624,0.01672475136895438,62.0,0.9594077992398603,0.048288864313842265,0.9594077992398603,0.03427335625461972
71.8,0.959458520669583,0.050389938083245295,0.959458520669583,0.057692900925631264,795.0,0.9584904145039171,0.053751289660486964,0.9584904145039171,0.04334436159758152,44.0,0.9658364166321027,0.042326609997782434,0.9658364166321027,0.048526384646106833,3.1,0.9764237248712029,0.029870334786753026,0.9764237248712029,0.05024338040225239,5.59,0.9737027182982197,0.0329256174852548,0.9737027182982197,0.0421518046635181,12.0,0.855016472026765,0.14956138019954968,0.855016472026765,0.12110560224106735,18.8,0.9811892332968034,0.022587410666649897,0.9811892332968034,0.016750231747980102,60.0,0.9594077992398603,0.048288864313842265,0.9594077992398603,0.03629961946089752
35.7,0.959458520669583,0.050389938083245295,0.959458520669583,0.05727142730914278,2300.0,0.9576832782523015,0.05497947800579506,0.9576832782523015,0.04220584620571451,65.0,0.9656384827693191,0.042544176018625986,0.9656384827693191,0.04638364258667432,4.7,0.977396964637029,0.028638247026201883,0.977396964637029,0.04838250867194252,6.54,0.972241257137653,0.03463456023453522,0.972241257137653,0.043799717669904155,24.0,0.855839510826593,0.1489505512557937,0.855839510826593,0.12141644134643494,23.9,0.9817417407768624,0.02183850528190106,0.9817417407768624,0.015740682105922627,70.2,0.9584345594740342,0.0494772586881136,0.9584345594740342,0.038040871613938765
72.9,0.959816475473485,0.04986949620145327,0.959816475473485,0.056549083341281794,2296.0,0.9576832782523015,0.05497947800579506,0.9576832782523015,0.04220584620571451,24.0,0.9656384827693191,0.042544176018625986,0.9656384827693191,0.04461870425032404,-6.2,0.977396964637029,0.028638247026201883,0.977396964637029,0.0467565695336035,25.72,0.971883302333751,0.035167829370847094,0.971883302333751,0.04593864971716282,35.0,0.8528956289205325,0.15031471586407671,0.8528956289205325,0.120786416276979,35.3,0.9819396746396459,0.021612848800154388,0.9819396746396459,0.014734209874999996,68.2,0.9580766046701322,0.04999704386210154,0.9580766046701322,0.036289555698623084
71.8,0.9611296206343655,0.04834198138487626,0.9611296206343655,0.05368434671218929,1775.0,0.959392158585971,0.05229896540978378,0.959392158585971,0.03736659992485452,68.0,0.9662941128666033,0.041612805496391334,0.9662941128666033,0.04510092699398182,3.1,0.9751283672248465,0.03163200823419804,0.9751283672248465,0.0514020092190567,17.89,0.9709100625679247,0.03638609828646248,0.9709100625679247,0.048998714467835026,40.0,0.8528956289205325,0.15031471586407671,0.8528956289205325,0.120786416276979,32.5,0.9819396746396459,0.02161284880015367,0.9819396746396459,0.014609986996301099,69.0,0.9602048100158391,0.04802971653271205,0.9602048100158391,0.0354110716480278
67.5,0.9621576703426528,0.04754852356256859,0.9621576703426528,0.05421727472899083,2017.0,0.9598128908717383,0.05182735390327967,0.9598128908717383,0.03488646960086423,59.0,0.9680562874482203,0.039849616074782594,0.9680562874482203,0.04330757569740803,-0.8,0.9757839973221307,0.03068358918492805,0.9757839973221307,0.04850094133244482,19.13,0.9736724160272988,0.03300552529305835,0.9736724160272988,0.04374911798399491,43.0,0.8501101725428756,0.15150743227972446,0.8501101725428756,0.12528110451634403,32.9,0.9837018492212629,0.019782835779399734,0.9837018492212629,0.012849647449163087,67.8,0.9619934974049477,0.04642329298855015,0.9619934974049477,0.03405614302935874
59.6,0.9611296206343655,0.04834198138487626,0.9611296206343655,0.0532765690252952,2219.0,0.9598128908717383,0.05182735390327967,0.9598128908717383,0.03763278499958797,19.0,0.9690382648901525,0.03896214547679317,0.9690382648901525,0.04354025718779198,-3.1,0.9754863220287485,0.031095574914197458,0.9754863220287485,0.051099727045541346,17.55,0.9740931483130659,0.03251788259803978,0.9740931483130659,0.04268351516389263,41.0,0.8491369327770495,0.1524302521596941,0.8491369327770495,0.1214603140577856,32.2,0.9837018492212629,0.019782835779400095,0.9837018492212629,0.012299382748445827,69.0,0.9639519437723553,0.04380007227059657,0.9639519437723553,0.0336805753464565
17.6,0.959479045898319,0.04973628001499639,0.959479045898319,0.05277522356629214,1752.0,0.9584816963020101,0.053531404665483395,0.9584816963020101,0.04047405147352767,22.0,0.96731283136795,0.04087947300269087,0.96731283136795,0.04488687695070986,0.0,0.9754863220287485,0.031095574914198173,0.9754863220287485,0.05317710636760381,4.55,0.9738703498900826,0.03278406596730172,0.9738703498900826,0.041891251544338225,27.0,0.8505983939376162,0.15115423916536008,0.8505983939376162,0.12063297643347834,22.0,0.983026284748819,0.020613775236987573,0.983026284748819,0.011200854402447332,63.5,0.9639519437723553,0.04380007227059657,0.9639519437723553,0.0336805753464565
48.6,0.9578079459335364,0.051777995973146106,0.9578079459335364,0.05654125212327537,1394.0,0.9570789865743107,0.05486264287821054,0.9570789865743107,0.04221884893846696,23.0,0.9670900329449664,0.04114177332264969,0.9670900329449664,0.04379292245506499,6.2,0.9748306919314643,0.03204341495894308,0.9748306919314643,0.0557161603659948,9.87,0.9731947854176387,0.03359740312529958,0.9731947854176387,0.042922762563990385,31.0,0.8496894402571085,0.15187025422966188,0.8496894402571085,0.12039988200183038,29.0,0.9834022889615684,0.02019595476827142,0.9834022889615684,0.011242300503523983,68.2,0.9648624060563165,0.04255083607614108,0.9648624060563165,0.032973110483204386
