AltitudeVariation,AltitudeVariation_entropy,AltitudeVariation_complexity,AltitudeVariation_fisher,VehicleSpeedInstantaneous,VehicleSpeedInstantaneous_entropy,VehicleSpeedInstantaneous_complexity,VehicleSpeedInstantaneous_fisher,VehicleSpeedAverage,VehicleSpeedAverage_entropy,VehicleSpeedAverage_complexity,VehicleSpeedAverage_fisher,VehicleSpeedVariance,VehicleSpeedVariance_entropy,VehicleSpeedVariance_complexity,VehicleSpeedVariance_fisher,VehicleSpeedVariation,VehicleSpeedVariation_entropy,VehicleSpeedVariation_complexity,VehicleSpeedVariation_fisher,LongitudinalAcceleration,LongitudinalAcceleration_entropy,LongitudinalAcceleration_complexity,LongitudinalAcceleration_fisher,EngineLoad,EngineLoad_entropy,EngineLoad_complexity,EngineLoad_fisher,EngineRPM,EngineRPM_entropy,EngineRPM_complexity,EngineRPM_fisher,MassAirFlow,MassAirFlow_entropy,MassAirFlow_complexity,MassAirFlow_fisher,VerticalAcceleration,VerticalAcceleration_entropy,VerticalAcceleration_complexity,VerticalAcceleration_fisher,FuelConsumptionAverage,FuelConsumptionAverage_entropy,FuelConsumptionAverage_complexity,FuelConsumptionAverage_fisher
1.7000122,0.7523965964312248,0.26364437563063076,0.7523965964312248,49.76477432,0.7362417348351231,0.27521082385562146,0.7362417348351231,50.36901182,0.34326058448413743,0.25767451501279975,0.34326058448413743,18.22063811,0.49123565799528307,0.3114016789148973,0.49123565799528307,-1.80144882,0.9617629476455822,0.061222981043961865,0.9617629476455822,-0.312,0.771936219449866,0.25204092966363867,0.771936219449866,20.0,0.9429518898083225,0.0939177552391607,0.9429518898083225,1571.0,0.784195078062419,0.2602452350883517,0.784195078062419,10.89000034,0.9360426705551006,0.11020971563240506,0.9360426705551006,0.184,0.8372774694926503,0.20290957581700952,0.8372774694926503,10.68762779,0.49613572936054384,0.3007206258378476,0.49613572936054384
0.7999878,0.7528519447369727,0.2636918512209019,0.7528519447369727,49.53959656,0.7360008325970815,0.2751890064970963,0.7360008325970815,50.24516284,0.34341765527369844,0.25778836105534475,0.34341765527369844,17.47805342,0.49117156576404997,0.31136393848852617,0.49117156576404997,-0.22517776,0.9618705377520393,0.061035225965543415,0.9618705377520393,-0.223,0.7712688448604206,0.25285242159532473,0.7712688448604206,0.0,0.9429518898083225,0.09391775523916321,0.9429518898083225,1565.0,0.7838591918356209,0.26028306319500605,0.7838591918356209,10.69999981,0.9354740148447085,0.110904384373626,0.9354740148447085,0.16,0.8368807032919026,0.2032959342129495,0.8368807032919026,10.65834904,0.4951873695020969,0.3013749326514658,0.4951873695020969
-0.7999878,0.7529718039472715,0.2637176204396508,0.7529718039472715,47.28779984,0.7352775042578967,0.2753620151835111,0.7352775042578967,50.09879583,0.3435725742796941,0.2579006488335704,0.3435725742796941,17.36980902,0.4911048878999481,0.3113246766313264,0.4911048878999481,-0.90071868,0.9617380852066232,0.06129004714335416,0.9617380852066232,-0.0586,0.7712285263487997,0.25287171677295966,0.7712285263487997,16.07843208,0.9427705881990254,0.09424018168179947,0.9427705881990254,1476.0,0.7840792354379957,0.2603156352893342,0.7840792354379957,15.78999996,0.9353246063070861,0.1111404864445373,0.9353246063070861,0.184,0.8368005852618543,0.20336145945393827,0.8368005852618543,10.64738083,0.4959314594410149,0.3017120803170849,0.4959314594410149
-0.7000122,0.7534330312750785,0.2637628236783919,0.7534330312750785,47.06261826,0.7344428456001205,0.27564168056442684,0.7344428456001205,50.0950428,0.34372534561216217,0.25801138126409484,0.34372534561216217,17.39211123,0.49168591124912847,0.31160719142828264,0.49168591124912847,-0.22518158,0.9609005867223105,0.0634569944376301,0.9609005867223105,0.0156,0.7712587351283511,0.2528673752251308,0.7712587351283511,14.50980377,0.9422135201247618,0.09579707724688351,0.9422135201247618,1487.0,0.7845117085290733,0.2603415792197867,0.7845117085290733,10.10999966,0.9356456386591202,0.11071017053121987,0.9356456386591202,0.148,0.8366514242888371,0.20349589122421327,0.8366514242888371,10.61829758,0.49505661763501074,0.30141591965809966,0.49505661763501074
-0.1000366,0.7542127610150671,0.2636853037491236,0.7542127610150671,47.96333694,0.7345410422902285,0.27560420651897527,0.7345410422902285,50.23765659,0.3450079343202517,0.2586753887134811,0.3450079343202517,16.36292354,0.49296697030341,0.31180329435512427,0.49296697030341,-0.45035935,0.9607511781846882,0.06370784261825585,0.9607511781846882,0.0352,0.7707076037918764,0.252903214116792,0.7707076037918764,4.313725471,0.9423863604283537,0.09544064910050316,0.9423863604283537,1504.0,0.7846569741289056,0.2602952105923753,0.7846569741289056,15.98999977,0.9365615172061438,0.10853732959059685,0.9365615172061438,0.0156,0.837493422513643,0.20302380755078878,0.837493422513643,10.6082449,0.4940693870732645,0.3011352528654747,0.4940693870732645
-0.7999878,0.7550014104354985,0.2622825012722875,0.7550014104354985,47.96333694,0.7343916337526062,0.2757474362905915,0.7343916337526062,50.29395161,0.3464625618788528,0.25932853171699666,0.3464625618788528,15.73403969,0.49414744190809057,0.3120503981518035,0.49414744190809057,0.22517776,0.9610029534099439,0.06309716207710317,0.9610029534099439,-0.082,0.7703163120076931,0.2533684771942482,0.7703163120076931,35.29411697,0.9420941974449221,0.09591285983970102,0.9420941974449221,1540.0,0.7844916655919154,0.2603800652972319,0.7844916655919154,13.14000034,0.9370762453710852,0.10773499085480648,0.9370762453710852,0.191,0.8383317740365509,0.20255024099716848,0.8383317740365509,10.49650097,0.49280020667504626,0.30097663328636975,0.49280020667504626
-2.5,0.754709247452067,0.2625829962290792,0.754709247452067,48.86405945,0.7340042796515113,0.2759345004420491,0.7340042796515113,50.26768061,0.3475538211203632,0.25922391257243843,0.3475538211203632,15.76762881,0.49476321764413433,0.31193804665284314,0.49476321764413433,0.90072251,0.9608953633034868,0.0632845046177013,0.9608953633034868,-0.102,0.7699215681528189,0.25374641745423687,0.7699215681528189,36.07843018,0.9419275569694457,0.09612581404196874,0.9419275569694457,1557.0,0.7838997204018813,0.26039821386554474,0.7838997204018813,11.65999985,0.9377813278865296,0.1065291769234666,0.9377813278865296,0.254,0.8390170241567048,0.20226691246137507,0.8390170241567048,10.43555164,0.49170235502674337,0.3007246383734613,0.49170235502674337
-3.6999512,0.7538249051510809,0.26341208745401185,0.7538249051510809,49.08923721,0.7330143150873369,0.27609786758268395,0.7330143150873369,50.31646957,0.3476275326232034,0.2592236752924698,0.3476275326232034,15.5236526,0.49517881700832395,0.3118624407070086,0.49517881700832395,-0.67553711,0.9607140616941896,0.06361952847189598,0.9607140616941896,-0.164,0.7694703026863856,0.2539778293645949,0.7694703026863856,50.58823776,0.9415307907686982,0.09662817278377381,0.9415307907686982,1593.0,0.7836796767995062,0.260365592590218,0.7836796767995062,18.48999977,0.9379529517009412,0.10633358320237321,0.9379529517009412,0.383,0.8388328083358401,0.20236618223143255,0.8388328083358401,10.29458523,0.49043015931275485,0.30055871139077056,0.49043015931275485
-3.7999878,0.7528655219331202,0.263812485499053,0.7528655219331202,48.18851852,0.7323274774955861,0.27683110790528287,0.7323274774955861,50.34274057,0.3479530193512992,0.25918396608504146,0.3479530193512992,15.36713716,0.49517881700832395,0.3118624407070086,0.49517881700832395,-0.90071869,0.9607140616941896,0.06361952847189789,0.9607140616941896,-0.203,0.7683552411492635,0.25455197314402794,0.7683552411492635,50.98039246,0.9411881141445274,0.09692287876524414,0.9411881141445274,1612.0,0.7834523913096294,0.2603321043118485,0.7834523913096294,16.96999931,0.9379529517009412,0.10633358320237321,0.9379529517009412,0.437,0.8379134969296089,0.20295545068664697,0.8379134969296089,10.26436901,0.4893293078519329,0.3003007097821046,0.4893293078519329
-3.5,0.7535873431473519,0.2637701750888449,0.7535873431473519,46.61225891,0.7322368100005396,0.27691143070958735,0.7322368100005396,50.33148155,0.34940912271232955,0.2596864242479007,0.34940912271232955,15.44470029,0.49643032072444787,0.3121455161908214,0.49643032072444787,-1.57625961,0.9600900054554542,0.06481387686816277,0.9600900054554542,-0.254,0.7676581340134861,0.25464105082639893,0.7676581340134861,49.80392075,0.9410608850179352,0.09710977135271148,0.9410608850179352,1604.0,0.7834848427324475,0.2603263943752231,0.7834848427324475,16.72999954,0.9378204991555252,0.10657524707833418,0.9378204991555252,0.441,0.8367388525446378,0.20402782125408184,0.8367388525446378,10.23260975,0.48852553748430183,0.2999912506768516,0.48852553748430183
