AltitudeVariation,AltitudeVariation_entropy,AltitudeVariation_complexity,AltitudeVariation_fisher,VehicleSpeedInstantaneous,VehicleSpeedInstantaneous_entropy,VehicleSpeedInstantaneous_complexity,VehicleSpeedInstantaneous_fisher,VehicleSpeedAverage,VehicleSpeedAverage_entropy,VehicleSpeedAverage_complexity,VehicleSpeedAverage_fisher,VehicleSpeedVariance,VehicleSpeedVariance_entropy,VehicleSpeedVariance_complexity,VehicleSpeedVariance_fisher,VehicleSpeedVariation,VehicleSpeedVariation_entropy,VehicleSpeedVariation_complexity,VehicleSpeedVariation_fisher,LongitudinalAcceleration,LongitudinalAcceleration_entropy,LongitudinalAcceleration_complexity,LongitudinalAcceleration_fisher,EngineLoad,EngineLoad_entropy,EngineLoad_complexity,EngineLoad_fisher,EngineRPM,EngineRPM_entropy,EngineRPM_complexity,EngineRPM_fisher,MassAirFlow,MassAirFlow_entropy,MassAirFlow_complexity,MassAirFlow_fisher,VerticalAcceleration,VerticalAcceleration_entropy,VerticalAcceleration_complexity,VerticalAcceleration_fisher,FuelConsumptionAverage,FuelConsumptionAverage_entropy,FuelConsumptionAverage_complexity,FuelConsumptionAverage_fisher
-4.0,0.8801853955671229,0.1763427040011045,0.8801853955671229,66.59999847,0.734428728573236,0.2691443938170079,0.734428728573236,39.68999869,0.35132208567596696,0.26412634510710925,0.35132208567596696,275.0897072,0.5284642370608945,0.3067461706088191,0.5284642370608945,0.900001526,0.9567590996029751,0.07651530291849247,0.9567590996029751,-0.3217,0.8302862065762131,0.2172966872791577,0.8302862065762131,80.39215851,0.9393526475833727,0.09909313272363786,0.9393526475833727,1624.0,0.792425034515276,0.24129504247424396,0.792425034515276,24.07999992,0.9183158202949862,0.12984094872000376,0.9183158202949862,-0.5945,0.8290871184823398,0.2250523199629662,0.8290871184823398,11.97204494,0.5667572770374198,0.3050489680571526,0.5667572770374198
-0.5,0.8808904780825673,0.17527515741405947,0.8808904780825673,70.19999695,0.7337413738301406,0.269114531533918,0.7337413738301406,40.24499868,0.3524839890639446,0.26476623914130315,0.3524839890639446,297.8902905,0.527303423044644,0.30660433197770776,0.527303423044644,3.599998474,0.956795661234521,0.07646462879252997,0.956795661234521,-0.3905,0.8309327256563428,0.21637541282946143,0.8309327256563428,79.60784149,0.9393892092149186,0.0990443666374358,0.9393892092149186,1699.0,0.7928231259959642,0.24101009382453845,0.7928231259959642,24.94000053,0.9185342717755777,0.12952847977050158,0.9185342717755777,-0.6083,0.8287283080095798,0.22555512898225755,0.8287283080095798,11.95086575,0.5676800276251082,0.3052721918528823,0.5676800276251082
1.600002289,0.8810229306279832,0.17506037782542033,0.8810229306279832,69.29999542,0.7330645171836988,0.269511024336782,0.7330645171836988,40.5749986,0.3524839890639446,0.26476623914130315,0.3524839890639446,310.6361175,0.526611526678801,0.3063461032031576,0.526611526678801,-0.900001526,0.9568939258498766,0.07633700368553774,0.9568939258498766,-0.1181,0.8308385109479715,0.21644232041371372,0.8308385109479715,76.86274719,0.9394625684139745,0.09896967560255354,0.9394625684139745,1733.5,0.7927143793774971,0.24105191532767625,0.7927143793774971,25.37999916,0.9185342717755777,0.12952847977050036,0.9185342717755777,-0.6652,0.8274917831682372,0.22751215891929044,0.8274917831682372,11.9470644,0.567961001265469,0.3052728197946206,0.567961001265469
1.299999237,0.880423213317954,0.17604885766039008,0.880423213317954,76.5,0.7329201512618867,0.2695611370884322,0.7329201512618867,42.40499852,0.3524839890639446,0.26476623914130315,0.3524839890639446,378.3685846,0.5266944830254106,0.30639017056321405,0.5266944830254106,2.700004578,0.9570667661534685,0.07597096477889134,0.9570667661534685,0.1631,0.8308160481065772,0.21645749902769326,0.8308160481065772,76.47058868,0.9391272230879799,0.09932300025516144,0.9391272230879799,1876.0,0.7916220059829687,0.2415115998857684,0.7916220059829687,26.07999992,0.9179373619683355,0.13002339527365508,0.9179373619683355,-0.7822,0.8269556940211007,0.22763850175123262,0.8269556940211007,11.9345274,0.5676845085385086,0.3052840189755214,0.5676845085385086
2.299999237,0.8801512076370627,0.17630979908071365,0.8801512076370627,79.19999695,0.7327447705674,0.26965450909123095,0.7327447705674,43.16999849,0.3524839890639446,0.26476623914130315,0.3524839890639446,399.3153202,0.5267747289101654,0.3064328001917575,0.5267747289101654,2.699996948,0.9568939258498766,0.07633700368553774,0.9568939258498766,0.144,0.830395534650007,0.21702040528647365,0.830395534650007,78.03921509,0.9380762823580902,0.10165932198614955,0.9380762823580902,1904.5,0.7907873431065696,0.24166370106507432,0.7907873431065696,25.69000053,0.9176725246639639,0.13020429737370462,0.9176725246639639,-0.9078,0.8261173424981928,0.22807466376494914,0.8261173424981928,11.92413616,0.5667909796232068,0.30505432731656906,0.5667909796232068
3.300003052,0.8799038499739372,0.17652879114518427,0.8799038499739372,81.90000153,0.7322748648166371,0.26989385724648307,0.7322748648166371,44.83499848,0.3524839890639446,0.26476623914130315,0.3524839890639446,438.3195689,0.5268522677706189,0.3064739937022476,0.5268522677706189,2.700004578,0.9571170458903392,0.07594305140003732,0.9571170458903392,0.2163,0.8303552161383861,0.21704487403378464,0.8303552161383861,78.4313736,0.9377174718853302,0.10229957978307364,0.9377174718853302,1930.0,0.7895919118329519,0.2422765827498494,0.7895919118329519,26.98999977,0.9173002436504839,0.1307332328645849,0.9173002436504839,-0.9375,0.825102503969795,0.2287888075959302,0.825102503969795,11.90837002,0.5661434251868579,0.3048191890597668,0.5661434251868579
2.100002289,0.8799038499739372,0.17652879114518427,0.8799038499739372,83.69999695,0.73165272328719,0.26984125517872554,0.73165272328719,45.76499844,0.3524839890639446,0.26476623914130315,0.3524839890639446,458.1805846,0.5269271029214614,0.30651375265105013,0.5269271029214614,1.799995422,0.9573354973709307,0.07560252447395124,0.9573354973709307,0.3309,0.8299396167741964,0.2175021275243153,0.8299396167741964,76.47058868,0.937536170276033,0.1026183944315815,0.937536170276033,1962.5,0.7885673759914906,0.2426264055901599,0.7885673759914906,27.62999916,0.9174227792692982,0.13063129612522204,0.9174227792692982,-0.9204,0.8245338482594029,0.22930242735093495,0.8245338482594029,11.90104198,0.5661434251868579,0.3048191890597668,0.5661434251868579
1.100002289,0.8797984847685223,0.17660810343155967,0.8797984847685223,85.5,0.73165272328719,0.26984125517872554,0.73165272328719,49.8299984,0.3524839890639446,0.26476623914130315,0.3524839890639446,512.1936325,0.5262875953500993,0.30625954656088183,0.5262875953500993,0.900001526,0.9572936789397652,0.07566532076905598,0.9572936789397652,0.3875,0.829307049698466,0.2180455554501115,0.829307049698466,61.56863022,0.9374624587731929,0.10275922755273696,0.9374624587731929,2036.0,0.7879692510797011,0.2426302088259752,0.7879692510797011,23.73999977,0.9178578416357933,0.13004920561635827,0.9178578416357933,-0.8267,0.8252016327705468,0.2286198703446391,0.8252016327705468,11.84956551,0.565517475264923,0.30458670233777757,0.565517475264923
-0.100002289,0.8797984847685223,0.17660810343155967,0.8797984847685223,88.19999695,0.73165272328719,0.26984125517872554,0.73165272328719,54.68999829,0.3524839890639446,0.26476623914130315,0.3524839890639446,488.7558076,0.5259333547027069,0.3063038289889469,0.5259333547027069,0.900001526,0.9570752274591738,0.07600581697952404,0.9570752274591738,0.3697,0.8280705248571235,0.22001562138675365,0.8280705248571235,61.96078491,0.9375750581146644,0.10263282121512629,0.9375750581146644,2081.5,0.7879692510797011,0.2426302088259752,0.7879692510797011,23.48999977,0.917610483972668,0.13029420810363163,0.917610483972668,-0.7285,0.8252210957728521,0.22860889360064088,0.8252210957728521,11.77082539,0.5645583707996945,0.30436847072241,0.5645583707996945
-1.399997711,0.8797984847685223,0.17660810343155967,0.8797984847685223,90.0,0.73165272328719,0.26984125517872554,0.73165272328719,59.89499823,0.3524839890639446,0.26476623914130315,0.3524839890639446,414.1550483,0.5262075852846403,0.30622863511647797,0.5262075852846403,0.900001526,0.9567272853744003,0.0765572418991718,0.9567272853744003,0.4805,0.8273654423416792,0.22096364109815542,0.8273654423416792,69.01960754,0.9375604656031868,0.10264247852524651,0.9375604656031868,2116.5,0.7879692510797011,0.2426302088259752,0.7879692510797011,24.86000061,0.9176976042543895,0.1302180862336501,0.9176976042543895,-0.6393,0.8242211258126501,0.22932203431402026,0.8242211258126501,11.72550201,0.563630468130584,0.3041399632633684,0.563630468130584
