ENGINE_COOLANT_TEMP,ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,Short Term Fuel Trim Bank 1,MAF,SPEED,THROTTLE_POS,TIMING_ADVANCE,entropy_joint,complexity_joint,fisher_joint
83.0,77.3,1462.0,52.0,-7.8,14.54,45.0,31.4,64.3,0.6582868587804447,0.3815591929905853,0.6582868587804447
83.0,58.8,1477.0,57.0,-5.5,13.12,43.0,30.6,68.2,0.6575971824572655,0.38172850327389785,0.6575971824572655
83.0,52.5,1446.0,20.0,-5.5,9.86,42.0,28.6,67.8,0.658261331143867,0.38155158585176546,0.658261331143867
83.0,36.9,914.0,33.0,3.1,4.38,40.0,20.0,57.3,0.658261331143867,0.38155158585176546,0.658261331143867
83.0,39.6,790.0,32.0,-2.3,4.52,40.0,20.8,54.9,0.658261331143867,0.38155158585176546,0.658261331143867
83.0,38.8,788.0,32.0,-2.3,4.2,42.0,20.4,56.9,0.658261331143867,0.38155158585176546,0.658261331143867
83.0,38.0,782.0,34.0,-2.3,4.16,44.0,20.4,58.0,0.6568109101442023,0.3814204105412961,0.6568109101442023
83.0,36.5,797.0,32.0,-2.3,4.19,46.0,20.4,55.7,0.6550570560803857,0.381310395983705,0.6550570560803857
83.0,38.0,774.0,27.0,-2.3,4.32,48.0,20.4,57.6,0.6522662707087309,0.3817444239241843,0.6522662707087309
83.0,42.4,1597.0,32.0,4.7,10.56,48.0,29.0,60.0,0.6485463133654134,0.38201814404422485,0.6485463133654134
83.0,36.1,728.0,36.0,6.2,4.19,46.0,20.8,65.1,0.6510283076785304,0.3788829428978126,0.6510283076785304
83.0,37.3,824.0,31.0,3.1,4.44,45.0,20.4,52.9,0.6447113352046786,0.3795265204174534,0.6447113352046786
82.0,38.0,808.0,31.0,-3.1,4.34,33.67127381397086,20.4,56.9,0.6397827523532926,0.3813682973223463,0.6397827523532926
