ENGINE_LOAD,ENGINE_LOAD_entropy,ENGINE_LOAD_complexity,ENGINE_LOAD_fisher,ENGINE_LOAD_shannon,ENGINE_RPM,ENGINE_RPM_entropy,ENGINE_RPM_complexity,ENGINE_RPM_fisher,ENGINE_RPM_shannon,INTAKE_MANIFOLD_PRESSURE,INTAKE_MANIFOLD_PRESSURE_entropy,INTAKE_MANIFOLD_PRESSURE_complexity,INTAKE_MANIFOLD_PRESSURE_fisher,INTAKE_MANIFOLD_PRESSURE_shannon,Short Term Fuel Trim Bank 1,Short Term Fuel Trim Bank 1_entropy,Short Term Fuel Trim Bank 1_complexity,Short Term Fuel Trim Bank 1_fisher,Short Term Fuel Trim Bank 1_shannon,MAF,MAF_entropy,MAF_complexity,MAF_fisher,MAF_shannon,SPEED,SPEED_entropy,SPEED_complexity,SPEED_fisher,SPEED_shannon,THROTTLE_POS,THROTTLE_POS_entropy,THROTTLE_POS_complexity,THROTTLE_POS_fisher,THROTTLE_POS_shannon
19.6,0.9645614330854225,0.04745224183542022,0.9645614330854225,0.048226943758541335,1107.0,0.9514355198221913,0.06392418640499796,0.9514355198221913,0.05056271540542018,25.0,0.9434300901781707,0.07105687228767275,0.9434300901781707,0.0672704160708301,-1.6,0.9701093329440224,0.03962630092897775,0.9701093329440224,0.056108392977438776,2.09,0.9748673854467746,0.033959717117348846,0.9748673854467746,0.03664258552405737,7.0,0.7860907612365214,0.213923815907985,0.7860907612365214,0.15229765116069324,17.6,0.9753048333926496,0.032562670964195226,0.9753048333926496,0.0389786962814503
48.2,0.9666183300128277,0.045002184306923244,0.9666183300128277,0.048998122031836636,869.0,0.9514355198221913,0.06392418640499796,0.9514355198221913,0.0476304265055079,48.0,0.9434300901781707,0.07105687228767275,0.9434300901781707,0.06392487277682396,6.2,0.9707888638521021,0.038696779312403735,0.9707888638521021,0.05218228585331662,8.8,0.9792453454492481,0.027452902011118514,0.9792453454492481,0.03128392405883708,12.0,0.791413560065335,0.2120454473648474,0.791413560065335,0.15054361556717294,28.6,0.9770192534364888,0.030676639465985908,0.9770192534364888,0.039601956739370364
17.6,0.9672978609209074,0.044079984591856955,0.9672978609209074,0.05131491118726994,1635.0,0.9534493782738311,0.06189934792935061,0.9534493782738311,0.045723632712141485,42.0,0.9457511532532389,0.0672963149598546,0.9457511532532389,0.057145804876515355,3.1,0.972503283895941,0.03683082913396755,0.972503283895941,0.05120003211171646,12.22,0.9796956747392368,0.026944581108559046,0.9796956747392368,0.03456281506218008,20.0,0.7966523019458783,0.2101233914802851,0.7966523019458783,0.15235394416048345,30.6,0.9770192534364888,0.030676639465985554,0.9770192534364888,0.04147758452629103
19.6,0.9712903055640495,0.03806128663094594,0.9712903055640495,0.044782166632316475,1143.0,0.9551637983176705,0.06011084953456635,0.9551637983176705,0.044423026089578786,40.0,0.9469722055313241,0.06578181126707099,0.9469722055313241,0.05354694781268977,-3.9,0.9718237529878615,0.037763392884295116,0.9718237529878615,0.05512613923583863,3.54,0.9791541533692312,0.027619971340654626,0.9791541533692312,0.037153698395381705,19.0,0.7966523019458783,0.2101233914802851,0.7966523019458783,0.15235394416048345,20.4,0.978240305714574,0.029060712516293153,0.978240305714574,0.04044817928197628
51.4,0.9712903055640495,0.03806128663094665,0.9712903055640495,0.04605362688851429,958.0,0.9577490275404016,0.05670885523527097,0.9577490275404016,0.037237828104288884,57.0,0.9481932578094094,0.06426317782213206,0.9481932578094094,0.05423450777944739,4.7,0.9712822316178558,0.038427084455135783,0.9712822316178558,0.057938254780387666,6.52,0.9791541533692312,0.027619971340654626,0.9791541533692312,0.03692976029769661,18.0,0.7966523019458783,0.2101233914802851,0.7966523019458783,0.15235394416048345,25.5,0.978240305714574,0.029060712516293514,0.978240305714574,0.04164336753705285
85.5,0.969007058634256,0.04039207554580699,0.969007058634256,0.046598685289781075,888.0,0.9583178544263558,0.05625504740403192,0.9583178544263558,0.03500816326986075,91.0,0.9454998684496897,0.06715510994047032,0.9454998684496897,0.05670449418016289,3.9,0.9718237529878615,0.037763392884295116,0.9718237529878615,0.05907887208798754,10.22,0.978318308719911,0.028524124476852618,0.978318308719911,0.038655950064526684,19.0,0.8007737548143119,0.20706207992105516,0.8007737548143119,0.1486141255052716,29.8,0.9786258210739056,0.028664519712453516,0.9786258210739056,0.04429499218740178
47.1,0.9681712139849358,0.0412753424439267,0.9681712139849358,0.049591593240755544,894.0,0.9583178544263558,0.05625504740403192,0.9583178544263558,0.038053202325337154,21.0,0.9431059174977711,0.06979087619816111,0.9431059174977711,0.057894992879273695,2.3,0.9712822316178558,0.03842708445513649,0.9712822316178558,0.06171518589113918,8.2,0.9779812546953977,0.028842613931950898,0.9779812546953977,0.03808582329916165,15.0,0.8060575957272533,0.2022661617103003,0.8060575957272533,0.1349757419172974,27.5,0.97724845505458,0.03023983218385548,0.97724845505458,0.04606475021380998
67.8,0.9703061139176782,0.03827088499934525,0.9703061139176782,0.04537564195706753,1383.0,0.9591536990756759,0.0553945560417583,0.9591536990756759,0.038717062536092736,74.0,0.9467131545121478,0.06556014028045382,0.9467131545121478,0.05335556001638746,3.9,0.9708319023278671,0.03892550049284826,0.9708319023278671,0.06229169301781255,14.26,0.9779812546953977,0.028842613931950898,0.9779812546953977,0.03475543537113612,27.0,0.8148003266575203,0.19143353270663854,0.8148003266575203,0.12953013404863165,31.4,0.9777899764245853,0.029567266957844753,0.9777899764245853,0.04164355641215588
98.0,0.9720478394774661,0.03659700034501666,0.9720478394774661,0.04648915855074047,2693.0,0.9591536990756759,0.0553945560417583,0.9591536990756759,0.03642947571018976,73.0,0.9503522154432935,0.062010762949921715,0.9503522154432935,0.05350140553212628,3.1,0.9712174176871988,0.038536398331518444,0.9712174176871988,0.06261318510948781,40.72,0.9779812546953974,0.028842613931950895,0.9779812546953974,0.03861897916412206,39.0,0.8165420522173084,0.19037893498018685,0.8165420522173084,0.13022334598702662,39.2,0.9760755563807464,0.03145681897022096,0.9760755563807464,0.04304166539382202
93.3,0.9726843319097805,0.03602535182408476,0.9726843319097805,0.04704398846947269,2096.0,0.9583178544263558,0.05625504740403192,0.9583178544263558,0.03680124512658342,79.0,0.9527461663952124,0.05933248950362511,0.9527461663952124,0.05231090683301547,-6.2,0.9716677469771875,0.038037589714825425,0.9716677469771875,0.059568439898015677,28.86,0.9769592469037518,0.029817653800039794,0.9769592469037518,0.037101849688413895,51.0,0.8106237794286854,0.19318242685145107,0.8106237794286854,0.1323096451153842,36.5,0.9760755563807464,0.03145681897022132,0.9760755563807464,0.04201475226053828
