AltitudeVariation,AltitudeVariation_entropy,AltitudeVariation_complexity,AltitudeVariation_fisher,AltitudeVariation_shannon,VehicleSpeedInstantaneous,VehicleSpeedInstantaneous_entropy,VehicleSpeedInstantaneous_complexity,VehicleSpeedInstantaneous_fisher,VehicleSpeedInstantaneous_shannon,VehicleSpeedAverage,VehicleSpeedAverage_entropy,VehicleSpeedAverage_complexity,VehicleSpeedAverage_fisher,VehicleSpeedAverage_shannon,VehicleSpeedVariance,VehicleSpeedVariance_entropy,VehicleSpeedVariance_complexity,VehicleSpeedVariance_fisher,VehicleSpeedVariance_shannon,VehicleSpeedVariation,VehicleSpeedVariation_entropy,VehicleSpeedVariation_complexity,VehicleSpeedVariation_fisher,VehicleSpeedVariation_shannon,LongitudinalAcceleration,LongitudinalAcceleration_entropy,LongitudinalAcceleration_complexity,LongitudinalAcceleration_fisher,LongitudinalAcceleration_shannon,EngineLoad,EngineLoad_entropy,EngineLoad_complexity,EngineLoad_fisher,EngineLoad_shannon,EngineRPM,EngineRPM_entropy,EngineRPM_complexity,EngineRPM_fisher,EngineRPM_shannon,MassAirFlow,MassAirFlow_entropy,MassAirFlow_complexity,MassAirFlow_fisher,MassAirFlow_shannon,VerticalAcceleration,VerticalAcceleration_entropy,VerticalAcceleration_complexity,VerticalAcceleration_fisher,VerticalAcceleration_shannon,FuelConsumptionAverage,FuelConsumptionAverage_entropy,FuelConsumptionAverage_complexity,FuelConsumptionAverage_fisher,FuelConsumptionAverage_shannon
-0.2000122,0.8211933473017139,0.1827586395787384,0.8211933473017139,0.2288880837963812,14.41152,0.6837008874178345,0.2505499639235007,0.6837008874178345,0.220165387328539,50.13257208,0.3691517175571787,0.259577785403825,0.3691517175571787,0.4211013756259351,443.5281417,0.5276920759215289,0.2788643490490808,0.5276920759215289,0.4496305264113083,-2.70215989,0.9320102930230556,0.085613409054281,0.9320102930230556,0.0934882486798956,1.4055,0.8462310666415773,0.1603800595274501,0.8462310666415773,0.2012688493503829,27.05882454,0.9531823605104656,0.0543700283026251,0.9531823605104656,0.0452425593346841,1002.0,0.7362598057803893,0.2202481654671419,0.7362598057803893,0.2578842115534054,10.81999969,0.9300146610335452,0.0927124697090038,0.9300146610335452,0.1225175296944627,-0.5429,0.8460089105540517,0.1524750446268682,0.8460089105540517,0.1069875791115135,13.37383461,0.4576583746362491,0.2733471436488216,0.4576583746362491,0.49642953814349
-0.0999756,0.8141094243259734,0.1883719915787766,0.8141094243259734,0.2345366181179535,13.73598003,0.6801587720646812,0.253232321854517,0.6801587720646812,0.2258752855796744,49.24686414,0.3608283247452173,0.2570990750115545,0.3608283247452173,0.4311798967217065,460.4301513,0.5288720239336043,0.2793200894605778,0.5288720239336043,0.4451087829997002,-0.67553997,0.931624777663724,0.0859660631836219,0.931624777663724,0.0904175505846388,1.3352,0.8512455190763651,0.1550202979200633,0.8512455190763651,0.1997718672689444,17.64705849,0.95264083914046,0.0550107319907689,0.95264083914046,0.0438676122894648,1004.0,0.7289894119317568,0.2285901635414713,0.7289894119317568,0.247633396674075,9.869999886,0.9268070558197689,0.0958045808309064,0.9268070558197689,0.1303345972019083,-0.5703,0.8524757731957949,0.148079395600464,0.8524757731957949,0.1055737316746888,13.37456703,0.452522880720359,0.2753646134205996,0.452522880720359,0.4995434313880066
-0.1000366,0.8159095063887725,0.1878202246571026,0.8159095063887725,0.2345762133471081,12.61007977,0.6801587720646812,0.253232321854517,0.6801587720646812,0.2258752855796744,47.40038821,0.3627910639190821,0.2583233180042146,0.3627910639190821,0.4351341411245196,489.6904501,0.5299243758182681,0.2797267412681403,0.5299243758182681,0.4406145106635294,-0.45036029,0.934132341072652,0.0842111958357799,0.934132341072652,0.0929940908186229,0.9646,0.8503316714217081,0.1561286432056657,0.8503316714217081,0.2056831064044756,44.70588303,0.9531823605104656,0.0543700283026251,0.9531823605104656,0.0476918514587448,879.0,0.7362598057803894,0.2202481654671419,0.7362598057803894,0.2448255445021198,8.600000381,0.9260684644790074,0.0962838060230904,0.9260684644790074,0.1328790741542446,-0.4062,0.8524757731957949,0.148079395600464,0.8524757731957949,0.1055737316746888,13.37169456,0.459251753198986,0.273157483155261,0.459251753198986,0.5099912463916006
0.0,0.8211933473017139,0.1827586395787396,0.8211933473017139,0.2270594323508953,10.80864048,0.6744820645093519,0.2552801183463958,0.6744820645093519,0.2349225361692458,46.4321143,0.3646357141914413,0.2594736012503763,0.3646357141914413,0.4391089045490897,503.5930125,0.5308502908492904,0.2800846832326443,0.5308502908492904,0.4361472475225408,-1.80143929,0.9374635590108804,0.0814554757615851,0.9374635590108804,0.0921650325800376,0.746,0.8503316714217081,0.1561286432056657,0.8503316714217081,0.2056831064044756,22.35294151,0.9537238818804712,0.0537285610914469,0.9537238818804712,0.0490667985039641,1030.0,0.7371736534350465,0.219416411715941,0.7371736534350465,0.2446092324909075,10.22999954,0.9260684644790074,0.096283806023091,0.9260684644790074,0.1305152208281354,-0.3008,0.8524757731957949,0.148079395600464,0.8524757731957949,0.1055737316746888,13.37883759,0.4731048520232969,0.2726968724351957,0.4731048520232969,0.50251682018316
0.1000366,0.8168153872992404,0.1873390368785669,0.8168153872992404,0.2351709196801784,8.106479645,0.6712624718068724,0.2557471345729599,0.6712624718068724,0.2372476938048332,45.4225574,0.3663639632534138,0.2605510307139374,0.3663639632534138,0.4431036547884277,519.063153,0.5316507745545717,0.2803942455114269,0.5316507745545717,0.4317065950760325,-2.702160835,0.9360861929915548,0.0828834014630346,0.9360861929915548,0.0957742252476391,0.6601,0.8503316714217081,0.1561286432056657,0.8503316714217081,0.2056831064044756,23.13725471,0.9558587818132136,0.0507994486856901,0.9558587818132136,0.0437872028552936,907.0,0.7496809857797171,0.2095921512010014,0.7496809857797171,0.2417132324127779,8.960000038,0.9282033644117498,0.0935446158606045,0.9282033644117498,0.1259412653533371,-0.2656,0.8501954347008853,0.1492156668880487,0.8501954347008853,0.1077389916745118,13.40209961,0.4808659188422584,0.2744553387081052,0.4808659188422584,0.4990176213242
-0.0999756,0.8188722842266458,0.1856494984752098,0.8188722842266458,0.2330273631273667,6.755399704,0.6731564955639507,0.2560205946413018,0.6731564955639507,0.2408661226021537,44.38297658,0.3679773560248808,0.2615566198273802,0.3679773560248808,0.4471179087791125,533.7792673,0.5323266855385905,0.280655711220912,0.5323266855385905,0.4272922146193922,-1.351079941,0.933692242039636,0.0854492279235814,0.933692242039636,0.0998172773490099,0.4883,0.8503316714217081,0.1561286432056657,0.8503316714217081,0.2056831064044756,29.80392265,0.9558587818132136,0.0507994486856905,0.9558587818132136,0.044327837247857,919.0,0.7583892581830305,0.2048412252083744,0.7583892581830305,0.2344594445926584,9.340000153,0.9329183784387368,0.0873623302549249,0.9329183784387368,0.1174692563034812,-0.1836,0.84638824298736,0.1515430942218699,0.84638824298736,0.1106864341670065,13.4413681,0.4827521032123008,0.2752866196910373,0.4827521032123008,0.4947396317055106
0.0999756,0.8224795212410225,0.1825598459596611,0.8224795212410225,0.2320701444854914,7.656119347,0.6783326298826051,0.255805197924427,0.6783326298826051,0.2419643138210485,42.30006167,0.3694773040701021,0.2624912953963302,0.3694773040701021,0.4511512286256591,554.5105157,0.5328787411813133,0.2808693177595517,0.5328787411813133,0.4229038242712793,0.900719643,0.9311070128169052,0.0886781632077721,0.9311070128169052,0.1056578439008026,0.418,0.8503316714217081,0.1561286432056657,0.8503316714217081,0.2056831064044756,24.31372643,0.9546377295351284,0.0523489077828799,0.9546377295351284,0.043191238447492,1162.0,0.7647037725934743,0.2025004057196959,0.7647037725934743,0.2329422314601428,13.06000042,0.9329183784387368,0.0873623302549249,0.9329183784387368,0.1174692563034812,-0.1953,0.8497847314306393,0.1501584290538862,0.8497847314306393,0.1074835013694286,13.51192093,0.4845074279485874,0.2760605685609891,0.4845074279485874,0.4904881260729931
0.2000122,0.8224795212410225,0.1825598459596614,0.8224795212410225,0.2355543152034694,8.331659317,0.68511901813251,0.2546466011329401,0.68511901813251,0.238976469587312,41.29425777,0.3708650938917779,0.2633559028152326,0.3708650938917779,0.4552032181364294,561.2437079,0.5333075223110856,0.2810352579049564,0.5333075223110856,0.4185411965503904,0.67553997,0.9316485341869106,0.0880729442223324,0.9316485341869106,0.1012139256943795,0.4765,0.853517092400987,0.1547878973110072,0.853517092400987,0.204198121204472,23.52941132,0.9550880588251168,0.0518657413659166,0.9550880588251168,0.0417500191706611,1265.0,0.7647037725934743,0.2025004057196959,0.7647037725934743,0.2329422314601428,14.39000034,0.9329183784387368,0.0873623302549249,0.9329183784387368,0.1174692563034812,-0.2422,0.8544551225123164,0.1476039370376046,0.8544551225123164,0.103980134505412,13.5459795,0.4861338705870935,0.2767779721609903,0.4861338705870935,0.4862625148290314
-0.0999756,0.8194789272578747,0.1861118417754191,0.8194789272578747,0.2430022269051673,10.5834589,0.68511901813251,0.2546466011329401,0.68511901813251,0.238976469587312,38.48701393,0.3721418942375584,0.2641512106737487,0.3721418942375584,0.4592735198030244,571.2133772,0.533613476929378,0.2811536806966097,0.533613476929378,0.4142041564534227,0.22517872,0.9316485341869106,0.0880729442223317,0.9316485341869106,0.0991214016598873,0.5547,0.8586473201756918,0.151557462636269,0.8586473201756918,0.1993251712836638,11.37254906,0.9554874016286172,0.0516210612697505,0.9554874016286172,0.0424054344885676,1562.0,0.7647037725934743,0.2025004057196959,0.7647037725934743,0.2329422314601428,13.25,0.9344546020844392,0.0861432711905924,0.9344546020844392,0.1159119387845378,-0.3242,0.8507765820906333,0.1492815166260784,0.8507765820906333,0.1016832973860675,13.60748005,0.4791361842198468,0.2760119876772962,0.4791361842198468,0.488366571716324
-0.5,0.8171578641828066,0.1889849886067423,0.8171578641828066,0.2484146337228965,10.35828018,0.6901714753511171,0.2543249407202097,0.6901714753511171,0.231612319442787,37.62007089,0.373308762531974,0.2648779148212639,0.373308762531974,0.4633618121664732,574.1879692,0.5337969230481029,0.2812246921132574,0.5337969230481029,0.409892579996754,-0.22517872,0.9309259648030656,0.0887049323510184,0.9309259648030656,0.1020794868767438,0.7304,0.8543100847533767,0.1545865298456142,0.8543100847533767,0.1975156105134865,0.0,0.9554874016286174,0.0516210612697505,0.9554874016286174,0.0432400312712545,1470.0,0.7702640413621696,0.2006745764808992,0.7702640413621696,0.2238601195734322,13.84000015,0.9383312275769696,0.0818250351319362,0.9383312275769696,0.1121682118240315,-0.4023,0.8444093490652916,0.1536390628206515,0.8444093490652916,0.1052924372515475,13.6425972,0.4729732345565124,0.2749417298911731,0.4729732345565124,0.4876444295860404
