ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,Short Term Fuel Trim Bank 1,MAF,SPEED,THROTTLE_POS,mv_entropy,mv_complexity,mv_fisher,mv_shannon
18.8,2163.0,67.0,-1.6,6.32,31.0,23.5,0.9316535756143055,0.09550638583257251,0.9316535756143055,0.0800205580464512
91.4,1666.0,71.0,-3.1,23.05,41.0,34.9,0.9335293681686017,0.09363464490821798,0.9335293681686017,0.07250924890165579
31.8,1976.0,48.0,-1.6,7.96,43.0,25.1,0.936799987323693,0.09060035307958464,0.936799987323693,0.06632794693347688
42.7,1471.0,25.0,-4.7,9.44,45.0,27.8,0.9354051607228978,0.09175460922848223,0.9354051607228978,0.07043299383511828
17.6,1546.0,19.0,-1.6,3.91,47.0,22.0,0.9401694480875115,0.08615848864795861,0.9401694480875115,0.06553258842679452
71.8,1315.0,60.0,-1.6,13.82,50.0,31.0,0.9401694480875115,0.08615848864795861,0.9401694480875115,0.0724250172135183
56.9,1435.0,40.0,-3.1,11.98,54.0,29.8,0.9382936555332154,0.08806115575350586,0.9382936555332154,0.07695100874567404
38.4,1504.0,39.0,3.1,8.61,57.0,27.1,0.942576976944328,0.08316917625016493,0.942576976944328,0.06302489781896252
37.6,815.0,36.0,-8.6,4.33,58.0,20.4,0.9396884821340106,0.08689700702828777,0.9396884821340106,0.07172626636625781
36.5,812.0,32.0,-14.1,4.25,56.0,20.8,0.9378126895797141,0.08879704851360953,0.9378126895797141,0.08445113581175981
42.0,789.0,34.0,-3.9,4.47,53.0,21.2,0.9359368970254178,0.0906887952435484,0.9359368970254178,0.08186326249866686
46.7,1290.0,70.0,3.9,8.03,24.0,27.8,0.935936897025418,0.09068879524354878,0.935936897025418,0.08335737185260973
85.9,2298.0,41.0,3.1,30.49,29.0,36.5,0.9297777830600094,0.09736983200154244,0.9297777830600094,0.08798775821226254
79.2,1546.0,20.0,-0.8,18.75,36.0,32.9,0.9345420704246229,0.09184160569845089,0.9345420704246229,0.08052131122600945
19.6,942.0,45.0,-3.9,3.86,29.0,20.8,0.926889288249692,0.10566134027553564,0.926889288249692,0.07094471368284294
74.1,1508.0,68.0,5.5,16.98,37.0,32.5,0.926889288249692,0.10566134027553599,0.926889288249692,0.08418395591818995
74.9,1956.0,56.0,-3.9,7.18,41.0,25.1,0.9393063577892365,0.08625192657229536,0.9393063577892365,0.0826898465642471
71.4,1386.0,60.0,3.1,14.68,44.0,31.4,0.9469591399641673,0.07206731469934548,0.9469591399641673,0.08995675116728385
48.6,1493.0,30.0,-8.6,4.62,33.0,21.2,0.9469591399641673,0.07206731469934653,0.9469591399641673,0.0865154805934833
77.3,2299.0,38.0,-4.7,27.34,28.0,35.3,0.9458475960994192,0.07287783319077193,0.9458475960994192,0.0921050387543504
100.0,1635.0,86.0,0.8,27.08,38.0,37.6,0.9578825412941898,0.054401560277777615,0.9578825412941898,0.07482864788159188
94.5,2128.0,19.0,-8.6,30.35,39.0,36.9,0.9578825412941898,0.054401560277777615,0.9578825412941898,0.0751911796018639
40.0,806.0,36.0,-7.0,4.94,23.0,21.6,0.9626468286588035,0.04846372413203423,0.9626468286588035,0.06286088025344769
81.2,1188.0,76.0,8.6,15.08,33.0,32.2,0.9502297591192587,0.06890567914709642,0.9502297591192587,0.09387753275223931
92.5,1851.0,25.0,1.6,26.49,42.0,36.1,0.9626468286588035,0.04846372413203423,0.9626468286588035,0.06543783769895883
35.7,828.0,36.0,0.0,4.02,47.0,20.4,0.9607710361045072,0.05049355372142069,0.9607710361045072,0.07507408065180965
40.0,804.0,34.0,-5.5,4.47,43.0,20.8,0.9607710361045072,0.050493553721421044,0.9607710361045072,0.07072592364799657
44.3,1337.0,38.0,6.2,8.9,23.0,27.5,0.9626468286588032,0.048463724132034224,0.9626468286588032,0.07092262687611184
32.2,818.0,34.0,4.7,4.16,2.0,20.4,0.9626468286588032,0.048463724132034224,0.9626468286588032,0.06553419508245356
97.3,716.0,39.0,-0.8,5.54,4.0,24.7,0.9626468286588032,0.04846372413203386,0.9626468286588032,0.06988235208626664
40.0,878.0,42.0,-1.6,4.97,1.0,21.6,0.959376209503712,0.051742438051692076,0.959376209503712,0.068004145488016
73.3,681.0,46.0,-3.1,7.79,13.0,27.1,0.959376209503712,0.051742438051692076,0.959376209503712,0.06342140964142198
16.5,1148.0,45.0,-0.8,2.37,14.0,17.3,0.9622647043140293,0.04781983934483067,0.9622647043140293,0.0565629271456587
46.3,1214.0,38.0,-2.3,8.19,15.0,22.4,0.9651531991243467,0.04387275591114504,0.9651531991243467,0.04716120109544387
55.3,754.0,53.0,-0.8,5.09,18.0,22.0,0.9680416939346641,0.03990118775063376,0.9680416939346641,0.045352261334872364
79.2,1474.0,62.0,-6.2,17.57,37.0,32.5,0.9680416939346643,0.03990118775063377,0.9680416939346643,0.052315251398862256
58.4,1257.0,47.0,4.7,11.04,40.0,29.0,0.957500416949416,0.058577936131371224,0.957500416949416,0.07136413626950971
