ENGINE_LOAD,ENGINE_LOAD_entropy,ENGINE_LOAD_complexity,ENGINE_LOAD_fisher,ENGINE_RPM,ENGINE_RPM_entropy,ENGINE_RPM_complexity,ENGINE_RPM_fisher,INTAKE_MANIFOLD_PRESSURE,INTAKE_MANIFOLD_PRESSURE_entropy,INTAKE_MANIFOLD_PRESSURE_complexity,INTAKE_MANIFOLD_PRESSURE_fisher,Short Term Fuel Trim Bank 1,Short Term Fuel Trim Bank 1_entropy,Short Term Fuel Trim Bank 1_complexity,Short Term Fuel Trim Bank 1_fisher,MAF,MAF_entropy,MAF_complexity,MAF_fisher,SPEED,SPEED_entropy,SPEED_complexity,SPEED_fisher,THROTTLE_POS,THROTTLE_POS_entropy,THROTTLE_POS_complexity,THROTTLE_POS_fisher,TIMING_ADVANCE,TIMING_ADVANCE_entropy,TIMING_ADVANCE_complexity,TIMING_ADVANCE_fisher
17.3,0.9678771095675098,0.05754278453251742,0.9678771095675098,1251.0,0.9415055552012757,0.09887014376018823,0.9415055552012757,31.0,0.9612341695631151,0.06843484803356041,0.9612341695631151,9.4,0.9863335040444644,0.024167597586043258,0.9863335040444644,3.51,0.9710442322102879,0.05186426582922204,0.9710442322102879,22.0,0.8094176837331564,0.24743640390864796,0.8094176837331564,20.0,0.9727752060059646,0.049505056661237466,0.9727752060059646,60.8,0.970658131614264,0.051636357064475516,0.970658131614264
41.2,0.9676586580869184,0.05789151601021283,0.9676586580869184,880.0,0.9413130758775485,0.09908680303215849,0.9413130758775485,30.0,0.9609133148183425,0.06884030711687565,0.9609133148183425,1.6,0.9860936755764006,0.02451721508091779,0.9860936755764006,4.62,0.9709641141802396,0.051958600245621815,0.9709641141802396,3.0,0.8087747459474425,0.2480762681817463,0.8087747459474425,20.4,0.97266434463183,0.049666217284235,0.97266434463183,63.5,0.9707689929883985,0.05147577720222491,0.9707689929883985
37.6,0.9676098090230373,0.05797321533368156,0.9676098090230373,781.0,0.9412497362324452,0.09913244507402462,0.9412497362324452,35.0,0.9611042942225251,0.06859155679601528,0.9611042942225251,0.8,0.9859339651383849,0.024768546549119305,0.9859339651383849,4.31,0.9706836837701907,0.05252521223126585,0.9706836837701907,0.0,0.8085218249011389,0.24815500343349398,0.8085218249011389,21.2,0.9722730528476468,0.0503955432557733,0.9722730528476468,55.7,0.97081988934606,0.05141787350935757,0.97081988934606
48.04087253229344,0.9677206703971716,0.05781390283730413,0.9677206703971716,779.0,0.9411347915705305,0.0992183717537589,0.9411347915705305,67.0,0.9611308516514805,0.06856128689838717,0.9611308516514805,7.8,0.9859339651383849,0.024768546549119305,0.9859339651383849,4.52,0.9706836837701908,0.05252521223126585,0.9706836837701908,8.0,0.8082741517481608,0.24841276085868147,0.8082741517481608,21.6,0.9722312344164813,0.05046050586740501,0.9722312344164813,53.3,0.9708815923298699,0.05133807011068793,0.9708815923298699
45.1,0.9679341126427488,0.05753785600635151,0.9679341126427488,1557.0,0.9408751098985223,0.09964846585480208,0.9408751098985223,33.0,0.9614112820615294,0.06800522850896311,0.9614112820615294,0.8,0.9859339651383849,0.024768546549119305,0.9859339651383849,3.67,0.970762063832902,0.052408044308284114,0.970762063832902,7.0,0.8090697359583785,0.24748495583785465,0.8090697359583785,21.2,0.9719570038345481,0.050880167030691016,0.9719570038345481,59.6,0.971025958251682,0.05120899175708431,0.971025958251682
48.6,0.9681858878680043,0.0569207573909227,0.9681858878680043,1566.0,0.9406841304943396,0.09988509554652981,0.9406841304943396,56.0,0.9616344021019919,0.06760731562064355,0.9616344021019919,6.2,0.9860246326334314,0.024616509471178074,0.9860246326334314,10.56,0.9705892235293101,0.05278390725560153,0.9705892235293101,18.0,0.810146392549529,0.24682677792512098,0.810146392549529,28.6,0.9716090617497746,0.051450016682614015,0.9716090617497746,67.5,0.9710551799240686,0.05117252718499788,0.9710551799240686
48.04087253229344,0.9677109926022862,0.057940902251423385,0.9677109926022862,2153.0,0.9406841304943396,0.09988509554652981,0.9406841304943396,53.0,0.9619557867578099,0.06707988211567796,0.9619557867578099,-0.8,0.9859828142022662,0.02468354514370739,0.9859828142022662,19.09,0.9705304824867341,0.052892191518667,0.9705304824867341,25.0,0.8107730314519689,0.24671361110612625,0.8107730314519689,32.9,0.971325914931001,0.05183146203096215,0.971325914931001,72.2,0.9705385329887769,0.051897465201843226,0.9705385329887769
23.1,0.9678382217288785,0.05774283471122003,0.9678382217288785,1840.0,0.9406841304943396,0.09988509554652981,0.9406841304943396,26.0,0.9621154971958256,0.06684188449527571,0.9621154971958256,-1.6,0.9861152667476821,0.024416963115285645,0.9861152667476821,4.96,0.9702989011405664,0.053376101714845824,0.9702989011405664,26.0,0.810739328866182,0.24672163711095058,0.810739328866182,22.7,0.9711027948905384,0.05223732454051962,0.9711027948905384,56.9,0.9702643024068435,0.052315939877474175,0.9702643024068435
34.9,0.9678382217288785,0.05774283471122003,0.9678382217288785,803.0,0.9406841304943396,0.09988509554652981,0.9406841304943396,35.0,0.96195578675781,0.06707988211567605,0.96195578675781,3.9,0.9860245992526356,0.02456903293280286,0.9860245992526356,3.94,0.9706936449954405,0.05275762631801333,0.9706936449954405,22.0,0.8106411508593777,0.2467556072268009,0.8106411508593777,20.4,0.9711718378335075,0.05214154903900223,0.9711718378335075,58.4,0.9703634312075953,0.05209030749671111,0.9703634312075953
50.2,0.9675785400568702,0.058197796202481736,0.9675785400568702,765.0,0.9403815206732605,0.10025542583401771,0.9403815206732605,60.0,0.9620145278003859,0.06697347766991639,0.9620145278003859,9.4,0.9862722724056138,0.02416792615365223,0.9862722724056138,5.28,0.9707228666678273,0.05272122189969701,0.9707228666678273,7.0,0.8105654170106642,0.24679405720601705,0.8105654170106642,23.5,0.9711718378335075,0.05214154903900223,0.9711718378335075,56.9,0.9705300716830716,0.05186235168048541,0.9705300716830716
58.8,0.9670053801757963,0.05934753189805478,0.9670053801757963,1622.0,0.940352299000874,0.10028911444035497,0.940352299000874,63.0,0.9615431179861543,0.06777935268821653,0.9615431179861543,3.1,0.9861228638679913,0.024431864990428178,0.9861228638679913,15.36,0.9706152765613701,0.05291175170709275,0.9706152765613701,18.0,0.810739328866182,0.2467216371109511,0.810739328866182,32.2,0.9710393852880915,0.05240020941828917,0.9710393852880915,61.2,0.9708286411937113,0.05141680260771479,0.9708286411937113
82.7,0.9666330991623164,0.05993772796124327,0.9666330991623164,1942.0,0.9399800179873943,0.10084555080672528,0.9399800179873943,36.0,0.9614158888595621,0.0679747046871538,0.9614158888595621,1.6,0.9861228638679913,0.024431864990428178,0.9861228638679913,25.41,0.9701682056758448,0.05370550282598713,0.9701682056758448,31.0,0.8104138421380862,0.2472803736784272,0.8104138421380862,35.3,0.970415329049356,0.053615496645193966,0.970415329049356,65.1,0.970865202825257,0.05136435273944573,0.970865202825257
53.3,0.9661392265066906,0.060774262903293456,0.9661392265066906,1557.0,0.9399800179873943,0.10084555080672465,0.9399800179873943,33.0,0.961540710903873,0.0678152149360498,0.961540710903873,-1.6,0.9863970944499247,0.023998318784638546,0.9863970944499247,12.01,0.9700015652003685,0.05393305040323066,0.9700015652003685,35.0,0.8092138362781087,0.24913603421040043,0.8092138362781087,30.2,0.970415329049356,0.053615496645193966,0.970415329049356,67.8,0.970656043454971,0.05156122403627797,0.970656043454971
49.4,0.9663251966758588,0.06046960172235862,0.9663251966758588,1773.0,0.9396995875773453,0.10137851818974074,0.9396995875773453,28.0,0.961540710903873,0.0678152149360498,0.961540710903873,1.6,0.9862570114034036,0.024202644706458346,0.9862570114034036,14.82,0.9701287943269609,0.05373395239598448,0.9701287943269609,36.0,0.8075830584158799,0.25100002892389783,0.8075830584158799,31.4,0.970415329049356,0.053615496645193966,0.970415329049356,70.2,0.970463564131244,0.05179520703636492,0.970463564131244
38.8,0.9665994272577921,0.06005525969287516,0.9665994272577921,810.0,0.9394478123520896,0.10196465961004958,0.9394478123520896,62.0,0.9619451325536329,0.06659640443111854,0.9619451325536329,3.1,0.9861245588579877,0.024469294784052065,0.9861245588579877,4.54,0.9699056742864983,0.05413884765829884,0.9699056742864983,39.0,0.8063537554002256,0.251935325956307,0.8063537554002256,20.8,0.9703369489866449,0.05373252216611759,0.9703369489866449,56.9,0.970994108157348,0.051060317310188695,0.970994108157348
60.0,0.96683100860396,0.05957489160182786,0.96683100860396,1405.0,0.9383383081868857,0.10434860162486792,0.9383383081868857,20.0,0.9620188440564731,0.06644870591012736,0.9620188440564731,-1.6,0.9860169687515306,0.02466611429597966,0.9860169687515306,12.03,0.9701287943269608,0.05373395239598447,0.9701287943269608,43.0,0.8051215350504051,0.25286616324621203,0.8051215350504051,30.2,0.970204496441229,0.053990730748879896,0.970204496441229,65.9,0.970994108157348,0.051060317310188695,0.970994108157348
19.6,0.9671052391858932,0.05916006101926159,0.9671052391858932,1457.0,0.9380461452034541,0.10481575495075153,0.9380461452034541,33.0,0.9618694355188506,0.06669940438216003,0.9618694355188506,16.4,0.9858572583135151,0.024917401474445402,0.9858572583135151,4.0,0.9701653559585066,0.05368163045620096,0.9701653559585066,46.0,0.8045732638436146,0.25291956088500417,0.8045732638436146,21.2,0.970204496441229,0.053990730748879896,0.970204496441229,63.1,0.9709034406623015,0.05120749782680787,0.9709034406623015
18.0,0.9674531812706668,0.058595796993593546,0.9674531812706668,1573.0,0.9378967366658316,0.10505357335351247,0.9378967366658316,19.0,0.9618694355188506,0.06669940438216003,0.9618694355188506,0.0,0.9856759567042179,0.025268798521147242,0.9856759567042179,4.22,0.9701387985295514,0.05371262766213511,0.9701387985295514,47.0,0.8045732638436146,0.25291956088500417,0.8045732638436146,22.0,0.9703904666103972,0.05368338936891746,0.9703904666103972,74.9,0.9707221390530044,0.05154851440616634,0.9707221390530044
84.3,0.967354052469915,0.05882005405860915,0.967354052469915,1871.0,0.9367538465980081,0.10745419619110133,0.9367538465980081,67.0,0.9618694355188506,0.06669940438216003,0.9618694355188506,1.6,0.9855683665977609,0.025465438788912345,0.9855683665977609,23.73,0.9700604184668401,0.05382960951668641,0.9700604184668401,60.0,0.8045732638436146,0.25291956088500417,0.8045732638436146,34.9,0.9703904666103972,0.05368338936891746,0.9703904666103972,65.1,0.9705408374437071,0.05188940003043469,0.9705408374437071
18.4,0.9677382802405867,0.05794677598192046,0.9677382802405867,1592.0,0.9360864720085627,0.10862701313921999,0.9360864720085627,19.0,0.962191684360065,0.06607878306962955,0.962191684360065,14.8,0.985708449644282,0.025261439803746812,0.985708449644282,4.17,0.9701387985295514,0.053712627662135755,0.9701387985295514,51.0,0.8042944475483662,0.2530181387339077,0.8042944475483662,22.0,0.9705793987207991,0.053404527989177046,0.9705793987207991,66.3,0.9704820964011314,0.05199773271560938,0.9704820964011314
22.4,0.9678119917434268,0.05779746792921585,0.9678119917434268,1372.0,0.9357642231673483,0.1092149256715587,0.9357642231673483,20.0,0.9624393575130431,0.06569835570603517,0.9624393575130431,8.6,0.985649708601706,0.0253731498559886,0.985649708601706,8.25,0.9694922794494215,0.0549491484495424,0.9694922794494215,47.0,0.804105515437964,0.2531983940341787,0.804105515437964,28.2,0.9703934285516309,0.05371198665708284,0.9703934285516309,62.0,0.9705408374437071,0.051889400030434046,0.9705408374437071
19.2,0.9672680535347394,0.05891165839525373,0.9672680535347394,1258.0,0.9353846273799998,0.10969498760769567,0.9353846273799998,68.0,0.9624393575130431,0.06569835570603517,0.9624393575130431,14.8,0.9857114115855159,0.025290397971962416,0.9857114115855159,3.59,0.9691334689766614,0.05563070682035512,0.9691334689766614,46.0,0.8036724386034112,0.25387693937402045,0.8036724386034112,20.4,0.970501018658088,0.053521591798631335,0.970501018658088,60.0,0.9703223859631158,0.05224043535366401,0.9703223859631158
78.4,0.9671186449971172,0.05916500153385853,0.9671186449971172,1293.0,0.9352720280385284,0.10982019079979666,0.9352720280385284,70.0,0.9623367766416004,0.06581345027310859,0.9623367766416004,-2.3,0.9856231511727508,0.0254054510931647,0.9856231511727508,14.75,0.9691334689766614,0.05563070682035512,0.9691334689766614,50.0,0.8038683055035998,0.2537853640691483,0.8038683055035998,31.8,0.9706086087645451,0.05333115340529908,0.9706086087645451,61.2,0.9701089437175388,0.05251839126837472,0.9701089437175388
19.6,0.9673502263432849,0.05868414684220891,0.9673502263432849,1337.0,0.9353639773764627,0.10974649539094629,0.9353639773764627,45.0,0.9617928384329131,0.06691643433387315,0.9617928384329131,11.7,0.9854000311322882,0.025823619159339423,0.9854000311322882,3.67,0.9694589557047573,0.054862510954575144,0.9694589557047573,33.67243525896414,0.8049507678776371,0.2531449844026805,0.8049507678776371,20.4,0.9707161988710021,0.05314067147708866,0.9707161988710021,62.0,0.9703334276693991,0.05229537993085231,0.9703334276693991
85.5,0.967531527952582,0.05834571896369141,0.967531527952582,1298.0,0.9355982751313552,0.10947395085438573,0.9355982751313552,90.0,0.9621150872741275,0.06629593870150094,0.9621150872741275,10.9,0.9856921941157198,0.02530625379925688,0.9856921941157198,19.52,0.9696317960083491,0.054487478115610076,0.9696317960083491,52.0,0.8057711988132847,0.2522209385429241,0.8057711988132847,34.5,0.9707161988710021,0.05314067147709059,0.9707161988710021,62.4,0.9704582497137101,0.05213223112216317,0.9704582497137101
100.0,0.9673130764719907,0.05869413533282949,0.9673130764719907,1457.0,0.9358137646707126,0.10918889689701584,0.9358137646707126,83.0,0.9620826059627042,0.06633836459628152,0.9620826059627042,6.2,0.9857509351582957,0.025194534815208895,0.9857509351582957,23.05,0.9695584368092932,0.05456842194311587,0.9695584368092932,59.0,0.8059846410588618,0.25204727162232704,0.8059846410588618,36.9,0.9703548480073472,0.05364763875532852,0.9703548480073472,54.5,0.970639551323007,0.051791421515428065,0.970639551323007
