ENGINE_COOLANT_TEMP,ENGINE_COOLANT_TEMP_entropy,ENGINE_COOLANT_TEMP_complexity,ENGINE_COOLANT_TEMP_fisher,ENGINE_LOAD,ENGINE_LOAD_entropy,ENGINE_LOAD_complexity,ENGINE_LOAD_fisher,ENGINE_RPM,ENGINE_RPM_entropy,ENGINE_RPM_complexity,ENGINE_RPM_fisher,INTAKE_MANIFOLD_PRESSURE,INTAKE_MANIFOLD_PRESSURE_entropy,INTAKE_MANIFOLD_PRESSURE_complexity,INTAKE_MANIFOLD_PRESSURE_fisher,Short Term Fuel Trim Bank 1,Short Term Fuel Trim Bank 1_entropy,Short Term Fuel Trim Bank 1_complexity,Short Term Fuel Trim Bank 1_fisher,MAF,MAF_entropy,MAF_complexity,MAF_fisher,SPEED,SPEED_entropy,SPEED_complexity,SPEED_fisher,THROTTLE_POS,THROTTLE_POS_entropy,THROTTLE_POS_complexity,THROTTLE_POS_fisher,TIMING_ADVANCE,TIMING_ADVANCE_entropy,TIMING_ADVANCE_complexity,TIMING_ADVANCE_fisher
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,100.0,0.727089567348926,0.3901129389864755,0.727089567348926,2201.0,0.7752093069769432,0.3561194481945408,0.7752093069769432,22.0,0.6434426360401542,0.41275191987159826,0.6434426360401542,-5.5,0.5747616423736124,0.4200486018552787,0.5747616423736124,38.91,0.71285277183283,0.3862154118916044,0.71285277183283,68.0,0.5752727000825566,0.4017282944637163,0.5752727000825566,62.7,0.6596439106094992,0.4138834321756106,0.6596439106094992,60.8,0.709539483872738,0.39994874604754166,0.709539483872738
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,87.5,0.7333066895556616,0.3866189535804116,0.7333066895556616,1863.0,0.7731074831318503,0.3562635026301375,0.7731074831318503,77.0,0.6434426360401542,0.41275191987159826,0.6434426360401542,-0.8,0.5917949306811369,0.4237914403723526,0.5917949306811369,23.53,0.7242759989553883,0.37963465022719084,0.7242759989553883,68.0,0.5636899571275091,0.40033629184706093,0.5636899571275091,35.3,0.6778343473177979,0.4100857503099054,0.6778343473177979,66.7,0.7146900856236834,0.3962204841960319,0.7146900856236834
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,65.9,0.7333066895556616,0.3866189535804116,0.7333066895556616,1845.0,0.7675389081082366,0.3605016231465179,0.7675389081082366,54.0,0.6681821506102006,0.4120054509629723,0.6681821506102006,-3.9,0.5917949306811369,0.4237914403723526,0.5917949306811369,16.06,0.7189136674511677,0.3830698834381893,0.7189136674511677,66.0,0.570382896247343,0.40425583291668604,0.570382896247343,31.8,0.6696289416863239,0.41225287796892907,0.6696289416863239,67.8,0.7146900856236834,0.3962204841960319,0.7146900856236834
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,69.0,0.7333066895556616,0.3866189535804116,0.7333066895556616,1836.0,0.7619703330846227,0.3646410128328527,0.7619703330846227,55.0,0.6763941776464516,0.4098756099071026,0.6763941776464516,-4.7,0.5917949306811369,0.4237914403723526,0.5917949306811369,18.71,0.7242759989553883,0.37963465022719084,0.7242759989553883,71.0,0.5848089644732948,0.40717306362933914,0.5848089644732948,32.5,0.6696289416863239,0.41225287796892907,0.6696289416863239,67.8,0.7146900856236834,0.3962204841960319,0.7146900856236834
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,68.6,0.7403692725124399,0.3829273383109164,0.7403692725124399,1980.0,0.7566720516097508,0.36854216969234,0.7566720516097508,52.0,0.6763941776464516,0.4098756099071026,0.6763941776464516,-3.1,0.5747616423736124,0.4200486018552787,0.5747616423736124,20.36,0.7316623089771057,0.37610732866954355,0.7316623089771057,76.0,0.5616026456698607,0.4001954822155081,0.5616026456698607,33.3,0.6696289416863239,0.41225287796892907,0.6696289416863239,67.8,0.7195445929875706,0.3969597883858202,0.7195445929875706
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,32.9,0.7415678624103219,0.3828444309134037,0.7415678624103219,2061.0,0.7566720516097508,0.36854216969234,0.7566720516097508,18.0,0.6670533421229705,0.41184691942465035,0.6670533421229705,0.0,0.557728354066088,0.41580463453879046,0.557728354066088,6.44,0.7262999774728852,0.379660960718513,0.7262999774728852,70.0,0.5665937068917182,0.4025880001985055,0.5665937068917182,22.7,0.6778343473177979,0.4100857503099054,0.6778343473177979,69.8,0.7195445929875706,0.3969597883858202,0.7195445929875706
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,34.1,0.7415678624103219,0.3828444309134037,0.7415678624103219,894.0,0.764492850456275,0.3644026004404313,0.764492850456275,33.0,0.6670533421229705,0.41184691942465035,0.6670533421229705,-5.5,0.5917949306811369,0.4237914403723526,0.5917949306811369,3.87,0.7262999774728852,0.379660960718514,0.7262999774728852,62.0,0.570382896247343,0.40425583291668604,0.570382896247343,19.6,0.6705789821211907,0.40784857537682323,0.6705789821211907,62.4,0.7127928161011485,0.40021185124576825,0.7127928161011485
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,46.7,0.7488070099410198,0.37898999565432745,0.7488070099410198,916.0,0.764492850456275,0.3644026004404313,0.764492850456275,46.0,0.6670533421229705,0.41184691942465035,0.6670533421229705,3.9,0.5917949306811369,0.4237914403723526,0.5917949306811369,6.98,0.7262999774728852,0.379660960718513,0.7262999774728852,56.0,0.5584722681651636,0.4025814478407488,0.5584722681651636,26.7,0.6705789821211907,0.40784857537682323,0.6705789821211907,63.9,0.7215675403807821,0.39711771639164517,0.7215675403807821
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,60.0,0.7415678624103219,0.3828444309134037,0.7415678624103219,1912.0,0.764492850456275,0.3644026004404313,0.764492850456275,52.0,0.6577125065994893,0.4136044966331825,0.6577125065994893,-5.5,0.5917949306811369,0.4237914403723526,0.5917949306811369,17.0,0.7336862874946026,0.37610265036772084,0.7336862874946026,59.0,0.5422709935958188,0.39851587526964394,0.5422709935958188,32.2,0.6705789821211907,0.40784857537682323,0.6705789821211907,69.0,0.7148658186564183,0.40042636347453164,0.7148658186564183
84.0,0.14478295061395813,0.14080311832734663,0.14478295061395813,51.4,0.7488070099410198,0.37898999565432745,0.7488070099410198,1987.0,0.764492850456275,0.3644026004404313,0.764492850456275,50.0,0.6571567484279082,0.4135800665417059,0.6571567484279082,-3.1,0.5747616423736124,0.4200486018552787,0.5747616423736124,15.01,0.7357102660120994,0.376092205981952,0.7357102660120994,60.0,0.5822111179031175,0.4050485498297978,0.5822111179031175,31.4,0.6705789821211907,0.40784857537682323,0.6705789821211907,70.2,0.7148658186564183,0.40042636347453164,0.7148658186564183
